customer_id,product_id,rating_stars
C072,25882751602,3
C072,27153087172,5
C072,16068813355,4
C072,23967149795,5
C072,27415868755,5
C072,25970788270,5
C072,27321444695,4
C072,29805976712,5
C073,23759162153,5
C073,25251310625,4
C073,20184993824,3
C073,23672216469,5
C073,29753170392,5
C073,8659782644,4
C073,25085448092,5
C073,24271005564,4
C073,29509797132,4
C074,23759212780,5
C074,28400517744,3
C074,10581019414,5
C074,25014955126,5
C074,21279723049,3
C074,17778910332,3
C074,18394296262,4
C074,27913520177,5
C074,16280627965,5
C074,25251310625,3
C075,23688133292,5
C075,29610270812,4
C075,6742995992,4
C075,23540329963,5
C075,2584379110,4
C076,27354571292,5
C076,8105656541,5
C076,27006504424,3
C076,16964123461,4
C076,29962592515,4
C077,29953401745,5
C077,28257708171,5
C077,6817436757,5
C077,23975127065,5
C077,22653789850,3
C077,26450251284,5
C078,26859498385,5
C078,28658426354,5
C078,10689530920,5
C078,16041414324,5
C078,1437090394,4
C078,23938475783,5
C078,20892399702,4
C078,10914453796,5
C079,17600182762,5
C079,28402867211,4
C079,29451957060,4
C079,20817133395,5
C079,17194449810,5
C079,24533410227,5
C079,9643669785,5
C079,27325239997,5
C080,27619685710,5
C080,7815236948,5
C080,9577494176,5
C080,23051759261,5
C080,27070669645,5
C081,28209068163,5
C081,19949959537,5
C081,29203236481,5
C081,29957480767,5
C081,23956326838,5
C081,27913520177,5
C081,12534889291,3
C082,21093463213,5
C082,21560808913,3
C082,24885680615,5
C082,23977816584,4
C083,23979452892,5
C083,19949959537,3
C083,24373237191,5
C083,24366124341,4
C084,26103278093,5
C084,10920195435,5
C084,23953241930,5
C084,18879560004,3
C084,17220495357,4
C084,17716096586,5
C084,3343494812,5
C084,17620002957,4
C085,25014955126,5
C085,10694860221,5
C085,23953241930,5
C085,23978303450,5
C085,3046018760,5
C085,22286949539,4
C085,836784995,5
C085,17620002957,5
C086,18082319062,5
C086,26505559452,5
C086,8641581442,4
C086,13958861256,5
C086,6159191829,5
C086,25251310625,4
C087,22876801333,4
C087,10689530920,5
C087,21989737056,4
C087,24673791233,5
C087,23975035013,5
C088,29855544181,5
C088,29309441256,4
C088,22454774393,5
C088,14854381040,5
C088,22115151949,5
C088,23759212780,3
C089,8134387682,5
C089,29800941587,4
C089,26877921973,5
C089,20458054392,5
C089,25970607666,3
C089,22683475428,5
C089,24887374225,5
C089,28357788698,3
C089,20817133395,3
C089,29100059478,5
C090,24484514747,5
C090,23967255195,4
C090,23968140438,3
C090,28209725457,5
C091,24958521295,5
C091,24784131737,5
C091,23905586800,3
C091,23975734142,4
C091,2779256339,3
C091,23952880011,4
C091,29962592515,4
C091,16499102850,3
C091,29753170392,5
C092,28153814605,5
C092,24472284663,5
C092,23651865171,5
C092,23967993624,3
C092,15197836608,5
C092,21881202903,5
C092,29302855465,5
C092,21273966063,5
C093,25805496472,5
C093,23869681877,5
C093,29800941587,5
C093,11656558454,5
C093,16964123461,4
C093,28855175515,5
C093,10372578253,5
C093,24213543519,4
C094,22876801333,4
C094,29855036077,4
C094,29610270812,3
C094,23977267272,3
C094,25685001890,5
C095,23905586800,5
C095,23259739843,5
C095,2302089638,3
C095,9141825632,5
C095,23132528049,5
C095,12299661725,5
C095,23981303843,5
C096,22579287343,5
C096,22662080954,5
C096,17697262629,4
C096,3343494812,5
C096,18394296262,5
C097,23005974090,5
C097,23923326462,3
C097,16299701373,5
C097,22662080954,3
C098,26807065684,5
C098,23977267272,5
C098,12372548193,5
C098,17160464831,4
C098,24188754219,4
C098,27155755074,3
C098,16695805363,5
C098,3343494812,5
C098,23926869599,5
C098,23939355153,5
C099,24034197714,5
C099,24472284663,5
C099,23850534106,5
C099,17884825742,4
C099,27459770721,5
C099,25476914377,5
C099,23540329963,3
C100,29800941587,5
C100,23975734142,5
C100,24519955513,5
C100,25226455653,4
C100,8178876723,5
C100,16690323024,5
C100,24958521295,4
C100,23976675758,4
C101,22647693665,5
C101,23967255195,5
C101,23978230132,5
C101,23955182870,5
C101,23933019894,5
C101,29758239242,5
C101,23949450227,3
C101,24034912335,5
C101,25771392642,3
C102,24560526793,5
C102,6745035605,5
C102,29205385851,4
C102,29854582337,5
C102,26308188843,5
C102,10689530920,5
C103,17697262629,5
C103,22286949539,5
C103,29054796040,5
C103,23970736526,4
C103,27155755074,4
C103,19305969083,4
C103,8179437026,5
C103,9132475737,4
C104,22914306932,5
C104,28057959777,5
C104,19592537813,3
C104,24560526793,4
C104,21577711371,5
C104,22924555579,4
C104,29855036077,5
C104,23980247521,5
C104,19039715961,5
C105,29309682338,5
C105,23948651051,5
C105,29766526429,4
C105,24958521295,5
C105,609354914,5
C105,9401755733,5
C105,24933901360,4
C105,27756241154,5
C105,23976867101,4
C105,23672216469,4
C106,19195060906,4
C106,29956434698,5
C106,22438200753,5
C106,24784131737,5
C106,22662080954,5
C107,24908459171,5
C107,24519955513,5
C107,16964123461,5
C107,27155755074,5
C108,24271005564,5
C108,24113573427,5
C108,24625313551,5
C108,27757217383,5
C108,20184993824,4
C108,23887459846,5
C108,23975734142,5
C108,10581019414,5
C108,19769485085,3
C109,25226455653,5
C109,23887459846,5
C109,24233481316,4
C109,19458361577,5
C109,23624151056,5
C109,29605237995,5
C109,21289674277,5
C109,10067589279,5
C110,11789957425,5
C110,23980247521,5
C110,26877921973,5
C110,23953446030,5
C111,24870635082,5
C111,9543673100,5
C111,28811767623,5
C111,29969632716,4
C111,20824381904,5
C111,29605237995,5
C111,43950050157,3
C111,27910274607,5
C111,17160464831,5
C112,29853158300,5
C112,29955483679,5
C112,23938181851,4
C112,27910114853,4
C112,16093534177,4
C112,4988031942,3
C113,24560526793,5
C113,23578064750,3
C113,23579217127,5
C113,24303231503,3
C114,23953137259,5
C114,25235189827,5
C114,11169468094,5
C114,29960340777,5
C114,10581019414,4
C114,24933901360,5
C114,18091630702,5
C114,5320988054,5
C114,11656558454,5
C114,23887459846,4
C115,29020028121,5
C115,23887459846,5
C115,24885680615,5
C115,18980196285,4
C115,26402683185,3
C115,29962592515,5
C116,28356557585,5
C116,23887459846,5
C116,16195730949,4
C116,18082319062,5
C117,29462752140,5
C117,23968140438,5
C117,3343494812,4
C117,23978230132,4
C117,22647693665,5
C117,21392146370,5
C117,23967255195,4
C117,25771392642,5
C117,29800941587,5
C118,29959213672,5
C118,1657753378,5
C118,29758991661,5
C118,23045595780,4
C118,19075669224,5
C118,13958861256,3
C118,23966098162,5
C118,23071661530,5
C118,24233481316,5
C118,23978271894,5
C119,24560526793,5
C119,29962592515,5
C119,28778301052,5
C119,24887374225,4
C119,23967255195,4
C119,21400769731,4
C119,23978230132,4
C119,22678739019,3
C119,25978063984,5
C119,29100353309,3
C120,23966098162,5
C120,29455986295,4
C120,24958521295,5
C120,13816695989,5
C120,29800941587,5
C120,23951635416,5
C121,28057959777,5
C121,29800941587,5
C121,27300400635,5
C121,7713351140,5
C121,22725660312,5
C121,25930174144,4
C121,10689530920,5
C121,24291289337,5
C122,25208374057,5
C122,24373237191,3
C122,25476320244,5
C122,17341524810,4
C123,23045595780,5
C123,25435198820,4
C123,13816695989,5
C123,24958521295,5
C124,23951058874,5
C124,19660535810,5
C124,23969997108,5
C124,23486345076,5
C124,22290126779,5
C124,22914306932,5
C125,24678078064,5
C125,10581019414,5
C125,24888559426,5
C125,7485312382,3
C125,28200006559,4
C125,19949959537,4
C125,23759212780,5
C125,23905586800,5
C125,29658140944,3
C125,29759643152,5
C126,24721912210,5
C126,28257708171,4
C126,23759212780,5
C126,10581019414,5
C126,17620002957,5
C126,24265593341,5
C126,23953137259,4
C126,5320988054,4
C127,25532921435,5
C127,19234625236,4
C127,23952697664,4
C127,26156535945,5
C127,29302855465,5
C128,28109175825,5
C128,25250022639,5
C128,27250689097,5
C128,22876801333,3
C128,24467373461,4
C129,25359008915,5
C129,21400769731,4
C129,29957480767,5
C129,18159699346,5
C129,24366124341,4
C129,20863409647,5
C129,28050220016,5
C129,23887459846,5
C129,29969632716,5
C129,16795189199,3
C130,26005882154,5
C130,25304878331,4
C130,24933901360,5
C130,23953241930,4
C131,29256178762,5
C131,28256891555,5
C131,29009279506,5
C131,7485312382,5
C131,23954315340,5
C131,11411855270,4
C131,23965506863,5
C131,7535787565,4
C132,23372206763,5
C132,25853535366,5
C132,29157960751,5
C132,23974096701,4
C132,23980247521,5
C132,25970788270,5
C132,25358612532,4
C132,27562929219,5
C133,29823462597,5
C133,26685394737,5
C133,14496766921,3
C133,23971994451,5
C133,23981303843,3
C133,24484514747,5
C133,14353387028,5
C134,22976860568,5
C134,29966133987,5
C134,13816695989,5
C134,23975734142,5
C134,1086370772,3
C134,23761960582,5
C134,23978303450,5
C134,27415868755,5
C134,29962592515,5
C135,24910784607,5
C135,25972949692,5
C135,23559870561,5
C135,23968619476,3
C135,21293017715,4
C135,29969632716,3
C135,23887459846,5
C135,21400769731,3
C135,25718141101,4
C136,22149103738,5
C136,23977267272,3
C136,23979806688,5
C136,27155755074,3
C137,23954919198,4
C137,29800941587,5
C137,23974912499,3
C137,27430576655,5
C137,23933019894,5
C137,23849247118,5
C138,23967993624,5
C138,22290126779,5
C138,29969632716,5
C138,29455986295,5
C138,19234625236,5
C138,29302855465,4
C138,23887459846,5
C138,23138893776,5
C138,27514314102,4
C139,23946360975,5
C139,27913520177,5
C139,21400769731,3
C139,12299661725,4
C139,24677101931,3
C139,28912520097,5
C139,1244123711,4
C140,23967255195,5
C140,25810460447,3
C140,20290307494,5
C140,23955182870,5
C140,23953446030,5
C140,21400769731,5
C140,6742995992,3
C141,609354914,5
C141,16695805363,4
C141,26800146449,5
C141,23975734142,4
C141,24563681135,5
C141,22647693665,3
C141,24958521295,5
C141,29054796040,5
C141,26005882154,4
C142,23926869599,5
C142,29800941587,5
C142,28209068163,5
C142,22870603685,3
C142,29309796894,5
C142,23651865171,5
C143,1244123711,3
C143,23953241930,4
C143,28663786617,5
C143,9141825632,3
C144,25251310625,5
C144,27310792196,5
C144,29800941587,5
C144,27620058181,5
C144,23948742589,3
C144,9355210046,5
C144,20572654113,4
C144,15219076271,5
C145,13844655752,5
C145,24467373461,4
C145,23938181851,5
C145,7165947453,5
C145,4988031942,5
C145,29684113318,4
C145,24519955513,5
C146,29101134947,5
C146,25431553381,5
C146,26506266800,4
C146,18082319062,5
C146,27935201947,5
C146,3343494812,5
C146,23045595780,5
C146,5132323687,5
C146,28320321209,5
C147,19080975372,5
C147,15290636007,4
C147,29659743697,3
C147,25525699304,5
C147,29962592515,3
C147,23887459846,3
C147,29800941587,3
C147,11169468094,3
C147,19660535810,5
C148,23972875015,5
C148,20863409647,5
C148,28402867211,4
C148,9632533395,5
C148,13991125197,5
C148,3343494812,4
C148,23374217440,5
C148,2378637419,5
C148,23974728950,5
C149,2079272837,5
C149,21273966063,4
C149,29302855465,5
C149,29101852987,5
C149,2194817563,5
C149,27757217383,5
C149,29009450683,4
C149,13958861256,5
C149,16580744180,5
C150,22761431848,5
C150,23214365307,5
C150,28705139177,5
C150,29800941587,5
C150,23887459846,5
C150,29301700862,5
C151,25476320244,5
C151,29855544181,5
C151,17341524810,5
C151,12545511040,3
C152,23978271894,5
C152,23904431757,5
C152,24827103249,4
C152,29959213672,5
C152,19234625236,5
C152,19075669224,3
C152,26505559452,5
C152,21965696134,4
C153,22779988809,5
C153,19644948499,4
C153,29009279506,4
C153,12299661725,5
C153,23981303843,4
C153,18991415530,3
C153,29956434698,4
C153,22286949539,5
C153,27470366644,4
C153,23975127065,5
C154,2584379110,5
C154,28259519197,5
C154,23488957760,4
C154,24533410227,5
C154,17986863431,4
C154,29855544181,3
C154,28957439411,5
C155,23849247118,5
C155,1244123711,5
C155,23954919198,5
C155,29304606486,4
C155,29800941587,5
C155,23930562131,5
C155,21484477670,5
C155,23933019894,4
C155,28209725457,4
C156,26402683185,5
C156,19769485085,5
C156,6745035605,3
C156,29605237995,5
C156,27155755074,4
C156,23870134309,3
C156,23789699570,5
C156,24433352442,5
C156,28811767623,4
C156,11063733442,5
C157,25250022639,5
C157,9894833067,5
C157,26711547033,4
C157,29268197441,5
C157,23980185194,5
C157,7917680263,4
C157,25920534430,3
C157,23977267272,5
C158,7916467307,5
C158,22772829587,4
C158,29911465981,5
C158,24519955513,4
C158,24467373461,5
C159,18359285927,5
C159,20475514943,5
C159,29959213672,5
C159,25923535968,4
C159,24233481316,5
C159,23071661530,5
C159,29823462597,3
C160,16195730949,5
C160,23980796531,4
C160,4709773137,5
C160,10689530920,5
C160,12299661725,5
C160,29304606486,5
C161,25529878447,5
C161,24677101931,5
C161,29800941587,5
C161,6742995992,5
C161,25233598994,4
C161,23953446030,5
C161,23923034918,4
C161,23869681877,4
C162,23980359361,5
C162,29304606486,5
C162,25341575592,5
C162,23974728950,3
C162,6419647593,4
C163,19001840205,5
C163,24213543519,5
C163,12244952276,4
C163,29800941587,5
C163,6742995992,5
C163,27403177070,5
C164,19975769915,5
C164,25018113959,5
C164,4709773137,5
C164,19360860552,4
C164,26800146449,5
C164,1600620445,5
C164,25984281315,5
C164,29753170392,4
C164,19769485085,3
C164,23579217127,3
C165,14699395570,4
C165,25970607666,5
C165,29800941587,4
C165,7485312382,5
C165,19162306143,3
C165,28256891555,4
C165,9643669785,4
C166,23590109348,5
C166,10689530920,5
C166,24082187115,4
C166,24076756099,5
C166,26106176152,3
C166,3343494812,4
C166,16041414324,3
C166,4284337848,5
C166,23579217127,5
C167,23969681920,5
C167,27155755074,5
C167,23975127065,4
C167,16493732090,3
C167,25950097828,4
C167,23953241930,5
C167,23176203052,3
C168,25631200335,5
C168,23978230132,5
C168,23955182870,5
C168,25771392642,5
C168,24034912335,3
C168,10067589279,4
C168,29955999220,4
C168,23559870561,4
C168,23967255195,4
C169,25950626418,5
C169,27757217383,5
C169,29100059478,5
C169,28456305884,4
C169,27155755074,4
C169,22914306932,5
C169,11581878515,5
C169,24533410227,3
C169,22870603685,5
C169,23486345076,5
C170,12299661725,5
C170,21392146370,5
C170,24376774382,5
C170,29962592515,4
C170,24433352442,5
C170,836784995,4
C171,20485517352,5
C171,15991948079,5
C171,24531244435,5
C171,26157916673,3
C171,16041414324,5
C171,25613149232,3
C171,21595904366,5
C172,9632533395,5
C172,28520384756,4
C172,25358612532,4
C172,20184993824,3
C172,25307595042,5
C173,23869681877,5
C173,1600620445,5
C173,28560604039,4
C173,23700020037,5
C173,24811355516,5
C173,3531531357,4
C174,23967255195,5
C174,23887459846,5
C174,23955182870,3
C174,25435277052,4
C174,22647693665,5
C174,28209725457,5
C174,23968140438,5
C174,22823176579,3
C174,29758239242,5
C175,12534889291,5
C175,25882751602,5
C175,23887459846,5
C175,17160464831,5
C175,28811767623,3
C176,23939355153,5
C176,4284337848,4
C176,11169468094,3
C176,19949959537,5
C177,19644948499,5
C177,24533410227,4
C177,15197836608,5
C177,29966133987,5
C177,24669210848,3
C177,25860279388,4
C177,24322577277,4
C177,9577494176,3
C178,16692138814,4
C178,25973096748,5
C178,23426714549,3
C178,25435277052,3
C178,26820491210,5
C178,27155755074,5
C178,4709773137,3
C179,19458361577,5
C179,20290307494,5
C179,28357788698,5
C179,24305329748,5
C179,28957439411,5
C179,23954919198,5
C179,25950097828,5
C179,25269620952,4
C179,19278275357,4
C180,22256188804,5
C180,27470366644,5
C180,24455042170,5
C180,21236940404,4
C181,24378414485,5
C181,29767541061,4
C181,22887647462,4
C181,29165591502,5
C181,20366099034,5
C181,25938905114,5
C182,17390776570,5
C182,23005974090,5
C182,19278275357,4
C182,28402867211,5
C182,23926869599,5
C182,23544179317,5
C182,10012286759,5
C182,23953241930,3
C182,24303231503,5
C183,28257708171,5
C183,29751470404,5
C183,26005882154,4
C183,23647446910,4
C184,25685001890,5
C184,8674529484,5
C184,1600620445,5
C184,23975035013,5
C185,28456305884,5
C185,29701182716,4
C185,20694865547,4
C185,25917025013,3
C186,23975127065,5
C186,23952697664,5
C186,29966133987,5
C186,21304591524,5
C186,20863409647,3
C186,28071151317,5
C187,7831274667,5
C187,23942444609,4
C187,24731631966,5
C187,23971065075,5
C187,23978384431,3
C187,11586656954,4
C188,21493293574,5
C188,28859121279,4
C188,24731631966,3
C188,20654564858,5
C188,29159638626,5
C188,23926869599,4
C188,27155755074,5
C188,26800146449,5
C188,23981303843,5
C188,7485312382,5
C189,19878694989,5
C189,23244737354,5
C189,8397085055,5
C189,13493856800,5
C189,27712964222,5
C189,27155755074,5
C189,23887459846,5
C189,26771097032,5
C190,23913136743,4
C190,27910114853,5
C190,24870635082,4
C190,23976107671,4
C190,17160464831,3
C190,27619685710,5
C190,10249099703,5
C190,27913520177,4
C190,8621441665,3
C190,29301700862,5
C191,11169468094,5
C191,19234625236,3
C191,29455986295,4
C191,8818296433,5
C191,29962592515,5
C191,25435277052,4
C191,25085448092,3
C191,2079272837,5
C191,23949450227,4
C191,23976022994,5
C192,4528970582,5
C192,231356963,4
C192,29800941587,4
C192,25128380199,5
C192,23651865171,5
C192,28057959777,4
C192,24958521295,5
C192,16499102850,5
C193,11656558454,5
C193,25609881869,5
C193,23147580319,3
C193,29758239242,5
C193,27712964222,3
C193,23968140438,5
C193,22647693665,5
C193,29605237995,4
C193,24207436139,5
C194,20458054392,5
C194,13886098431,5
C194,26174582900,4
C194,29951928870,5
C194,4528970582,5
C195,29268197441,5
C195,23949888548,5
C195,10581019414,4
C195,3733340283,4
C196,9577494176,5
C196,20085282653,3
C196,5320988054,5
C196,24265593341,4
C196,8818296433,5
C196,6817436757,4
C197,20824381904,5
C197,23975127065,3
C197,20987539053,5
C197,28673771950,5
C197,3343494812,5
C197,29309682338,4
C197,23976107671,5
C197,6076519677,5
C198,16093534177,5
C198,3343494812,3
C198,23968140438,4
C198,21484477670,5
C198,23938181851,5
C198,23975035013,5
C198,29955483679,5
C198,29820555129,3
C199,28050220016,5
C199,27910274607,5
C199,24133649938,3
C199,18159699346,4
